customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0644,Female,0,No,Yes,22,Yes,No phone service,No,No,Yes,Two year,No,Electronic check,51.31,1089.5,No
CUST-0645,Male,1,No,No,13,Yes,Yes,No,No,No,Month-to-month,No,Credit card,32.75,403.41,No
CUST-0646,Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card,27.66,1337.1,No
CUST-0647,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,19.34,377.29,No
CUST-0648,Female,1,Yes,No,40,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card,60.29,2501.17,Yes
CUST-0649,Male,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,36.76,655.47,No
CUST-0650,Male,0,No,Yes,15,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,20.16,322.62,Yes
CUST-0651,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer,70.0,1018.84,No
CUST-0652,Male,0,No,No,63,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,86.0,4944.33,Yes
CUST-0653,Male,0,Yes,Yes,39,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,26.58,1062.03,No
CUST-0654,Female,0,No,No,13,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Electronic check,64.09,781.29,No
CUST-0655,Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Credit card,92.36,2996.33,No
CUST-0656,Male,0,Yes,No,9,Yes,No,DSL,No internet service,No,One year,Yes,Mailed check,116.58,1099.48,No
CUST-0657,Male,1,No,No,40,Yes,No phone service,DSL,Yes,No,One year,Yes,Credit card,84.72,3581.04,No
CUST-0658,Female,1,No,Yes,20,Yes,No,DSL,No,Yes,One year,No,Credit card,42.48,815.93,No
CUST-0659,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,One year,Yes,Credit card,89.66,5662.63,No
CUST-0660,Female,0,No,No,44,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Bank transfer,77.79,3505.57,Yes
CUST-0661,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card,39.18,1583.97,No
CUST-0662,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,103.11,6510.02,No
CUST-0663,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,60.74,4733.42,No
CUST-0664,Male,0,Yes,No,48,Yes,No phone service,DSL,No internet service,Yes,One year,No,Credit card,114.2,4942.3,No
CUST-0665,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,90.29,1604.9,No
CUST-0666,Female,0,Yes,Yes,16,Yes,No phone service,DSL,No internet service,No,Two year,Yes,Credit card,82.46,1254.99,No
CUST-0667,Female,0,No,No,55,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,90.84,4616.38,No
CUST-0668,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Bank transfer,65.81,2777.83,No
CUST-0669,Male,0,No,No,68,No,Yes,DSL,Yes,No,Two year,Yes,Mailed check,68.52,5123.4,No
CUST-0670,Male,0,No,No,59,Yes,Yes,DSL,No,No,Two year,Yes,Credit card,103.12,5695.42,No
CUST-0671,Female,1,No,No,62,Yes,No phone service,No,No,Yes,Two year,Yes,Bank transfer,86.09,4844.85,No
CUST-0672,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Two year,Yes,Bank transfer,107.72,1337.36,No
CUST-0673,Female,0,No,Yes,6,Yes,Yes,DSL,No,No internet service,One year,No,Mailed check,107.08,685.51,No
CUST-0674,Female,0,Yes,No,60,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,115.65,6652.96,Yes
CUST-0675,Male,0,Yes,Yes,14,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Mailed check,88.02,1123.08,Yes
CUST-0676,Female,0,No,No,54,Yes,No phone service,DSL,No internet service,No internet service,One year,Yes,Electronic check,68.23,3354.66,Yes
CUST-0677,Female,0,No,Yes,4,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card,34.63,136.51,No
CUST-0678,Female,0,Yes,Yes,39,No,No phone service,DSL,Yes,No internet service,One year,No,Bank transfer,88.54,3751.28,No
CUST-0679,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,47.16,1128.52,No
CUST-0680,Female,1,Yes,Yes,32,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,46.29,1459.7,No
CUST-0681,Male,0,No,No,59,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,41.83,2271.49,No
CUST-0682,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,105.51,6638.59,Yes
CUST-0683,Female,1,No,No,38,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,104.8,4138.95,Yes
CUST-0684,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,81.1,4101.57,Yes
CUST-0685,Female,1,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,65.3,4197.22,No
CUST-0686,Female,0,Yes,Yes,28,Yes,No phone service,No,Yes,No internet service,Two year,Yes,Bank transfer,85.21,2549.06,No
CUST-0687,Male,0,No,No,3,Yes,No,DSL,No internet service,No internet service,One year,No,Mailed check,78.72,213.03,Yes
CUST-0688,Male,0,No,No,22,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer,59.57,1346.31,No
CUST-0689,Female,0,No,No,38,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,55.96,2081.35,Yes
CUST-0690,Female,0,No,No,62,No,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,56.28,3348.66,Yes
CUST-0691,Female,0,No,No,57,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,76.91,4522.04,Yes
CUST-0692,Male,0,Yes,Yes,6,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Credit card,82.77,529.86,Yes
CUST-0693,Female,0,No,No,32,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,63.17,2045.05,Yes
CUST-0694,Female,0,No,No,10,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,114.87,1040.97,Yes
CUST-0695,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,26.38,78.53,No
CUST-0696,Male,1,No,No,59,Yes,No phone service,DSL,No internet service,Yes,Two year,No,Mailed check,52.7,3086.14,No
CUST-0697,Female,1,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,59.91,2961.3,No
CUST-0698,Female,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,19.69,1201.43,No
CUST-0699,Male,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,54.5,1527.08,Yes
CUST-0700,Female,0,Yes,No,69,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,45.37,3131.79,No
CUST-0701,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,One year,No,Electronic check,68.6,4328.32,No
CUST-0702,Male,0,No,Yes,52,No,Yes,No,No internet service,No,One year,Yes,Bank transfer,51.64,2601.15,No
CUST-0703,Female,0,No,Yes,41,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,90.62,3840.53,Yes
CUST-0704,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,One year,No,Electronic check,68.99,2022.42,No
CUST-0705,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,30.98,656.67,No
CUST-0706,Female,0,Yes,Yes,4,Yes,No,No,No,No internet service,One year,No,Credit card,93.01,406.47,Yes
CUST-0707,Female,0,No,Yes,13,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Mailed check,27.92,351.93,No
CUST-0708,Female,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,101.9,4444.73,Yes
CUST-0709,Female,1,Yes,Yes,42,Yes,Yes,No,No,No,Two year,Yes,Electronic check,111.14,4757.21,No
CUST-0710,Male,0,No,No,49,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,50.24,2693.65,No
CUST-0711,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,One year,Yes,Bank transfer,110.61,2425.93,No
CUST-0712,Male,0,Yes,No,54,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,97.3,5337.91,Yes
CUST-0713,Female,0,No,No,36,No,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,110.24,3572.64,Yes
CUST-0714,Female,0,Yes,Yes,1,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,84.63,91.41,No
CUST-0715,Female,0,No,Yes,15,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card,41.56,632.16,Yes
CUST-0716,Male,0,No,No,17,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer,107.45,1777.69,No
CUST-0717,Female,0,No,No,24,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card,36.43,931.88,No
CUST-0718,Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,39.31,2234.3,Yes
CUST-0719,Female,0,No,Yes,23,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Mailed check,45.11,940.84,No
CUST-0720,Female,1,Yes,No,46,No,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,48.42,2370.35,No
CUST-0721,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,69.45,560.7,Yes
CUST-0722,Female,0,No,No,59,Yes,No,DSL,No,No,Two year,No,Bank transfer,89.35,5101.0,No
CUST-0723,Male,1,No,No,59,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,110.62,6201.42,No
CUST-0724,Male,0,Yes,No,13,No,No phone service,No,No,Yes,Month-to-month,No,Bank transfer,26.84,355.47,No
CUST-0725,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No internet service,One year,No,Electronic check,113.44,4165.83,Yes
CUST-0726,Male,0,No,Yes,28,Yes,No phone service,DSL,Yes,Yes,One year,No,Bank transfer,110.13,2975.0,Yes
CUST-0727,Male,0,No,Yes,61,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,23.4,1466.38,No
CUST-0728,Male,1,Yes,Yes,16,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,54.03,930.45,No
CUST-0729,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,99.31,199.93,Yes
CUST-0730,Male,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,Two year,No,Mailed check,79.16,1415.46,Yes
CUST-0731,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,95.91,3028.68,No
CUST-0732,Male,0,Yes,Yes,13,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,1207.12,No
CUST-0733,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Two year,No,Electronic check,67.68,835.12,Yes
CUST-0734,Female,0,No,No,43,Yes,No,Fiber optic,No,No internet service,One year,No,Credit card,22.12,1020.93,No
CUST-0735,Male,0,No,No,21,Yes,No phone service,No,No,Yes,Month-to-month,Yes,Electronic check,76.43,1584.57,No
CUST-0736,Female,1,Yes,No,55,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer,22.86,1142.69,No
CUST-0737,Male,0,Yes,No,40,Yes,No,DSL,No internet service,No,Month-to-month,No,Mailed check,78.37,2974.68,No
CUST-0738,Male,1,Yes,No,15,Yes,No phone service,DSL,Yes,No,One year,No,Credit card,98.04,1548.7,No
CUST-0739,Female,0,No,Yes,52,Yes,No phone service,DSL,No,No internet service,Month-to-month,No,Electronic check,76.5,3635.2,No
CUST-0740,Male,1,Yes,No,53,No,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,117.7,5798.14,Yes
CUST-0741,Female,0,No,Yes,52,Yes,No phone service,No,No,No,Month-to-month,No,Electronic check,63.59,3435.13,No
CUST-0742,Female,0,Yes,Yes,30,Yes,Yes,DSL,No internet service,Yes,One year,No,Credit card,92.88,3005.19,No
CUST-0743,Male,1,Yes,Yes,33,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,84.72,2870.54,No
CUST-0744,Male,0,Yes,No,57,Yes,No phone service,DSL,Yes,Yes,Two year,No,Electronic check,117.14,6306.13,No
CUST-0745,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,89.32,4229.79,No
CUST-0746,Male,0,No,No,9,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Bank transfer,34.4,316.73,No
CUST-0747,Male,0,No,Yes,54,Yes,No,DSL,Yes,No,One year,No,Electronic check,113.55,5576.66,No
CUST-0748,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Credit card,84.78,86.69,Yes
CUST-0749,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.93,995.13,No
CUST-0750,Female,0,Yes,No,9,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,83.76,814.85,Yes
CUST-0751,Male,0,Yes,No,32,Yes,No phone service,No,Yes,Yes,One year,Yes,Bank transfer,106.31,3384.97,No
CUST-0752,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,75.7,1072.81,No
CUST-0753,Female,0,Yes,No,12,No,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,53.4,686.06,Yes
CUST-0754,Female,0,No,No,57,Yes,No phone service,No,No,No,Two year,No,Mailed check,100.09,5424.48,No
CUST-0755,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,96.25,740.22,No
CUST-0756,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,72.42,2086.07,No
CUST-0757,Male,0,No,No,62,Yes,No phone service,DSL,Yes,Yes,One year,Yes,Electronic check,33.44,1993.99,No
CUST-0758,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Bank transfer,43.1,507.91,No
CUST-0759,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,91.85,5788.36,Yes
CUST-0760,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,98.61,3823.88,Yes
CUST-0761,Female,0,No,Yes,62,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,45.93,2585.05,Yes
CUST-0762,Male,0,Yes,No,11,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.8,629.87,Yes
CUST-0763,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,25.76,1139.83,No
CUST-0764,Male,0,Yes,Yes,17,Yes,Yes,DSL,No internet service,Yes,One year,Yes,Credit card,89.35,1452.83,No
CUST-0765,Male,0,Yes,No,32,No,No phone service,No,Yes,No,One year,No,Electronic check,18.36,563.5,No
CUST-0766,Male,0,No,No,40,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,22.65,986.64,No
CUST-0767,Female,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,Yes,One year,No,Mailed check,18.43,465.23,No
CUST-0768,Female,0,Yes,No,56,Yes,No,No,Yes,No,Two year,Yes,Electronic check,82.53,4597.12,No
CUST-0769,Male,0,No,No,6,Yes,Yes,DSL,Yes,No internet service,One year,Yes,Electronic check,59.74,380.12,Yes
CUST-0770,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No internet service,Two year,No,Credit card,47.75,2500.52,No
CUST-0771,Male,1,No,Yes,37,No,No,DSL,No,Yes,One year,Yes,Bank transfer,109.27,3879.1,No
CUST-0772,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,37.28,2175.27,No
CUST-0773,Female,0,No,No,54,Yes,No phone service,Fiber optic,No internet service,No,Two year,No,Credit card,56.94,2854.95,No
CUST-0774,Female,0,Yes,No,49,Yes,No,DSL,No,No internet service,Two year,Yes,Credit card,112.03,5860.88,No
CUST-0775,Male,0,No,No,11,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.71,698.69,Yes
CUST-0776,Male,0,Yes,Yes,49,Yes,No,No,No,Yes,Month-to-month,No,Credit card,73.47,3718.35,Yes
CUST-0777,Female,1,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,26.03,506.25,No
CUST-0778,Female,0,Yes,No,66,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,97.02,6582.52,No
CUST-0779,Male,0,No,Yes,63,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Mailed check,60.28,4004.35,No
CUST-0780,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,98.05,2943.4,No
CUST-0781,Male,0,Yes,No,17,Yes,No phone service,No,No internet service,No,Month-to-month,No,Bank transfer,43.38,665.67,No
CUST-0782,Female,0,No,No,6,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,60.25,374.84,Yes
CUST-0783,Female,0,No,No,19,Yes,Yes,No,No,No internet service,One year,No,Electronic check,96.65,1659.73,No
CUST-0784,Female,0,No,No,56,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Electronic check,115.39,6729.2,Yes
CUST-0785,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Bank transfer,23.96,689.08,No
CUST-0786,Male,0,Yes,No,66,No,No phone service,Fiber optic,Yes,No,One year,No,Mailed check,99.25,6089.8,No
CUST-0787,Female,0,Yes,Yes,38,Yes,No phone service,No,Yes,Yes,One year,No,Electronic check,48.07,1923.88,No
CUST-0788,Female,0,No,No,37,No,No phone service,DSL,No internet service,No internet service,Two year,No,Credit card,73.07,2470.19,No
CUST-0789,Male,0,Yes,No,68,No,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,47.01,3405.36,Yes
CUST-0790,Female,0,No,No,49,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,79.34,3702.55,Yes
CUST-0791,Female,0,No,No,43,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,53.38,2382.04,Yes
CUST-0792,Male,0,Yes,No,36,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,51.36,2005.64,Yes
CUST-0793,Female,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,One year,Yes,Credit card,21.79,1223.33,No
CUST-0794,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card,32.7,425.35,No
CUST-0795,Male,0,No,No,52,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,109.71,5662.84,No
CUST-0796,Male,0,Yes,Yes,58,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,117.83,6366.15,Yes
CUST-0797,Male,0,No,No,32,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Credit card,96.05,3129.12,No
CUST-0798,Male,0,Yes,No,60,Yes,No,DSL,No internet service,No internet service,One year,No,Credit card,46.68,2936.92,No
CUST-0799,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Mailed check,58.24,3659.55,No
CUST-0800,Male,0,No,No,56,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,91.95,5510.47,Yes
CUST-0801,Female,1,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,114.85,3222.24,No
CUST-0802,Male,0,No,No,1,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,63.55,66.33,No
CUST-0803,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,100.95,4494.96,No
CUST-0804,Female,0,No,No,48,Yes,No,No,No internet service,Yes,Two year,No,Credit card,115.51,5537.26,Yes
CUST-0805,Female,1,No,No,40,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Bank transfer,105.35,3889.88,No
CUST-0806,Female,0,No,No,63,Yes,No phone service,No,No internet service,Yes,One year,Yes,Mailed check,40.71,2532.89,No
CUST-0807,Male,0,No,Yes,4,Yes,No,DSL,Yes,No internet service,Two year,No,Credit card,18.8,80.35,Yes
CUST-0808,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,67.21,2603.34,Yes
CUST-0809,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,71.14,2007.01,No
CUST-0810,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Credit card,38.13,321.57,No
CUST-0811,Male,1,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Electronic check,46.47,812.57,No
CUST-0812,Male,0,No,No,56,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,94.52,5191.58,Yes
CUST-0813,Female,0,Yes,Yes,31,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,65.03,2077.87,No
CUST-0814,Female,0,Yes,No,14,Yes,Yes,DSL,No internet service,No,Two year,Yes,Mailed check,49.74,629.35,No
CUST-0815,Male,0,No,No,25,No,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,80.26,1856.94,Yes
CUST-0816,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Two year,No,Mailed check,83.28,2991.24,No
CUST-0817,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,94.94,6956.33,No
CUST-0818,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,33.67,779.0,No
CUST-0819,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Credit card,92.15,2174.13,No
CUST-0820,Male,0,Yes,No,20,Yes,Yes,No,No,Yes,Two year,No,Credit card,77.94,1515.42,No
CUST-0821,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,23.76,1373.89,Yes
CUST-0822,Female,1,No,No,10,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,95.74,898.5,Yes
CUST-0823,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,56.31,3963.27,No
CUST-0824,Female,1,Yes,No,24,Yes,No,No,Yes,No,One year,No,Credit card,51.04,1332.04,No
CUST-0825,Female,0,No,No,5,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,62.81,288.14,Yes
CUST-0826,Male,0,No,No,67,Yes,No phone service,No,No,No,Two year,No,Credit card,52.62,3566.37,No
CUST-0827,Female,0,Yes,Yes,58,Yes,Yes,DSL,No internet service,No internet service,Two year,Yes,Credit card,51.83,2858.17,No
CUST-0828,Male,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,98.81,2475.28,No
CUST-0829,Female,0,No,Yes,15,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card,30.45,431.08,No
CUST-0830,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,115.06,4089.73,No
CUST-0831,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,One year,No,Electronic check,73.49,3556.21,No
CUST-0832,Male,0,No,Yes,44,Yes,No phone service,DSL,No internet service,No,One year,No,Bank transfer,36.29,1575.75,No
CUST-0833,Female,1,No,Yes,26,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Electronic check,31.12,750.09,Yes
CUST-0834,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,77.15,3461.19,No
CUST-0835,Female,0,No,No,34,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,81.3,2593.24,No
CUST-0836,Male,0,Yes,No,50,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,23.3,1254.23,No
CUST-0837,Male,0,No,Yes,12,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Bank transfer,42.3,528.72,No
CUST-0838,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,97.55,418.95,Yes
CUST-0839,Male,0,No,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,22.96,1076.39,Yes
CUST-0840,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,103.51,5480.6,No
CUST-0841,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,One year,Yes,Electronic check,83.82,81.82,Yes
CUST-0842,Male,1,Yes,No,66,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,61.44,3664.58,Yes
CUST-0843,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,52.64,1650.17,No
CUST-0844,Male,0,No,No,3,No,No phone service,No,No,Yes,One year,Yes,Credit card,19.92,57.96,No
CUST-0845,Male,0,No,No,21,Yes,No,Fiber optic,No internet service,No,One year,No,Credit card,100.52,2032.11,Yes
CUST-0846,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,32.27,1612.27,No
CUST-0847,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,48.95,2996.2,No
CUST-0848,Male,1,Yes,No,38,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,74.91,3120.33,No
CUST-0849,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,42.6,620.63,No
CUST-0850,Male,1,No,No,52,Yes,Yes,DSL,No,No internet service,One year,Yes,Mailed check,67.71,3601.12,No
CUST-0851,Female,0,Yes,Yes,46,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer,98.93,4379.35,Yes
CUST-0852,Male,0,Yes,Yes,25,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,65.05,1785.82,No
CUST-0853,Male,0,Yes,No,21,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,112.9,2344.87,Yes
CUST-0854,Male,0,No,Yes,5,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,102.75,527.53,Yes
CUST-0855,Male,1,Yes,No,70,Yes,No phone service,No,Yes,Yes,One year,No,Electronic check,51.3,3322.91,No
CUST-0856,Male,1,No,Yes,47,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Electronic check,58.0,2853.04,No
CUST-0857,Male,0,Yes,Yes,68,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,60.33,3913.08,Yes
CUST-0858,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card,80.62,1436.25,No
